timestamp,open,high,low,close,volume
2025-01-01T00:00:00Z,100.00,100.40,99.45,99.85,1000
2025-01-02T00:00:00Z,100.25,100.65,99.80,100.20,1007
2025-01-03T00:00:00Z,100.50,100.95,100.10,100.55,1014
2025-01-04T00:00:00Z,100.75,101.30,100.35,100.90,1021
2025-01-05T00:00:00Z,101.00,101.40,100.45,100.85,1028
2025-01-06T00:00:00Z,101.25,101.65,100.80,101.20,1035
2025-01-07T00:00:00Z,101.50,101.95,101.10,101.55,1042
2025-01-08T00:00:00Z,101.75,102.30,101.35,101.90,1049
2025-01-09T00:00:00Z,102.00,102.40,101.45,101.85,1056
2025-01-10T00:00:00Z,102.25,102.65,101.80,102.20,1063
2025-01-11T00:00:00Z,102.50,102.95,102.10,102.55,1070
2025-01-12T00:00:00Z,102.75,103.30,102.35,102.90,1077
2025-01-13T00:00:00Z,103.00,103.40,102.45,102.85,1084
2025-01-14T00:00:00Z,103.25,103.65,102.80,103.20,1091
2025-01-15T00:00:00Z,103.50,103.95,103.10,103.55,1098
2025-01-16T00:00:00Z,103.75,104.30,103.35,103.90,1105
2025-01-17T00:00:00Z,104.00,104.40,103.45,103.85,1112
2025-01-18T00:00:00Z,104.25,104.65,103.80,104.20,1119
2025-01-19T00:00:00Z,104.50,104.95,104.10,104.55,1126
2025-01-20T00:00:00Z,104.75,105.30,104.35,104.90,1133
2025-01-21T00:00:00Z,105.00,105.40,104.45,104.85,1140
2025-01-22T00:00:00Z,105.25,105.65,104.80,105.20,1147
2025-01-23T00:00:00Z,105.50,105.95,105.10,105.55,1154
2025-01-24T00:00:00Z,105.75,106.30,105.35,105.90,1161
2025-01-25T00:00:00Z,106.00,106.40,105.45,105.85,1168
2025-01-26T00:00:00Z,106.25,106.65,105.80,106.20,1175
2025-01-27T00:00:00Z,106.50,106.95,106.10,106.55,1182
2025-01-28T00:00:00Z,106.75,107.30,106.35,106.90,1189
2025-01-29T00:00:00Z,107.00,107.40,106.45,106.85,1196
2025-01-30T00:00:00Z,107.25,107.65,106.80,107.20,1203
2025-01-31T00:00:00Z,107.50,107.95,107.10,107.55,1210
2025-02-01T00:00:00Z,107.75,108.30,107.35,107.90,1217
2025-02-02T00:00:00Z,108.00,108.40,107.45,107.85,1224
2025-02-03T00:00:00Z,108.25,108.65,107.80,108.20,1231
2025-02-04T00:00:00Z,108.50,108.95,108.10,108.55,1238
2025-02-05T00:00:00Z,108.75,109.30,108.35,108.90,1245
2025-02-06T00:00:00Z,109.00,109.40,108.45,108.85,1252
2025-02-07T00:00:00Z,109.25,109.65,108.80,109.20,1259
2025-02-08T00:00:00Z,109.50,109.95,109.10,109.55,1266
2025-02-09T00:00:00Z,109.75,110.30,109.35,109.90,1273
